"","hgnc_symbol","entrez_id"
"1553618_at","TRIM43","129868"
"1553620_at","TRIM42","287015"
"1553622_a_at","FSIP1","161835"
"1553626_a_at","EFCAB13","124989"
"1553629_a_at","FAM71B","153745"
"1553630_at","C10orf107","219621"
"1553633_s_at","SLC9B1","150159"
"1553634_a_at","WEE2-AS1","285962"
"1553635_s_at","TCTEX1D1","200132"
"1553636_at","TMCO5A","145942"
"1553639_a_at","PPARGC1B","133522"
"1553640_at","XKR6","286046"
"1553641_a_at","TSGA13","114960"
"1553642_at","C9orf163","158055"
"1553644_at","SYNE3","161176"
"1553645_at","CCDC141","285025"
"1553646_at","HDX","139324"
"1553647_at","CDYL2","124359"
"1553651_at","C18orf54","162681"
"1553654_at","SYT14","255928"
"1553655_at","CDC20B","166979"
"1553656_at","TECTB","6975"
"1553657_at","VWA3A","146177"
"1553658_at","LINC00896","150197"
"1553660_at","HUS1B","135458"
"1553663_a_at","NPB","256933"
"1553666_at","CCDC34","91057"
"1553668_at","LRCH3","84859"
"1553672_at","ENAH","55740"
"1553673_at","STK35","140901"
"1553675_at","KLC4","89953"
"1553677_a_at","TIPRL","261726"
"1553679_s_at","VKORC1L1","154807"
"1553681_a_at","PRF1","5551"
"1553682_at","FBXL14","144699"
"1553684_at","PPIL6","285755"
"1553685_s_at","SP1","6667"
"1553686_at","C18orf25","147339"
"1553688_at","METTL6","131965"
"1553690_at","SGOL1","151648"
"1553691_at","B3GALNT2","148789"
"1553693_s_at","ZNF678","339500"
"1553694_a_at","PIK3C2A","5286"
"1553695_a_at","NLRX1","79671"
"1553696_s_at","ZNF569","148266"
"1553697_at","CCSAP","126731"
"1553701_a_at","DUSP18","150290"
"1553702_at","ZNF697","90874"
"1553704_x_at","TDGF1","6997"
"1553706_at","HTRA4","203100"
"1553708_at","LINC00525","84847"
"1553709_a_at","PRPF38A","84950"
"1553710_at","FAM218A","152756"
"1553713_a_at","RHEBL1","121268"
"1553715_s_at","FAM195A","84331"
"1553717_at","KCTD7","154881"
"1553718_at","ZNF548","147694"
"1553720_a_at","AMER2","219287"
"1553723_at","GPR97","222487"
"1553725_s_at","ZNF644","84146"
"1553726_s_at","TBC1D32","221322"
"1553727_at","B4GALNT3","283358"
"1553728_at","LRRC43","254050"
"1553732_s_at","CEP89","84902"
"1553734_at","AK7","122481"
"1553740_a_at","IRAK2","3656"
"1553741_at","LINC00337","148645"
"1553746_a_at","OTOGL","283310"
"1553747_at","MGC16025","85009"
"1553749_at","HNRNPDL","9987"
"1553750_a_at","FAM76B","143684"
"1553752_at","SPATA25","128497"
"1553755_at","NXNL1","115861"
"1553756_at","GLIS3-AS1","84850"
"1553759_at","MCM9","254394"
"1553761_at","TSIX","9383"
"1553764_a_at","AJUBA","84962"
"1553765_a_at","KLHL32","114792"
"1553768_a_at","DCBLD1","285761"
"1553769_at","SLAMF9","89886"
"1553772_at","GK5","256356"
"1553776_at","UBE2U","148581"
"1553778_at","WBSCR27","155368"
"1553780_at","LINC00638","196872"
"1553781_at","ZC3HAV1L","92092"
"1553785_at","RASGEF1B","153020"
"1553787_at","C11orf45","219833"
"1553789_a_at","CDC14A","8556"
"1553793_a_at","KIAA1109","84162"
"1553794_at","STOML3","161003"
"1553796_at","LOC150622","150622"
"1553798_a_at","FBXL13","222235"
"1553799_at","FAM227B","196951"
"1553801_a_at","DTD2","112487"
"1553802_a_at","SOX3","6658"
"1553803_at","SPATA32","124783"
"1553805_at","C3orf49","132200"
"1553808_a_at","NKX2-3","159296"
"1553809_a_at","TMEM252","169693"
"1553810_a_at","KIAA1524","57650"
"1553811_at","FAM222A-AS1","84983"
"1553812_at","FAM160B2","64760"
"1553813_s_at","TLE6","79816"
"1553817_at","POM121L4P","266697"
"1553822_at","RTP1","132112"
"1553826_a_at","C16orf11","146325"
"1553828_at","NXPE1","120400"
"1553829_at","CYP1B1-AS1","285154"
"1553830_s_at","MAGEA2B","266740"
"1553831_at","APOBEC3D","140564"
"1553834_at","COL6A5","256076"
"1553837_at","PGAM5","192111"
"1553838_at","C4orf45","152940"
"1553840_a_at","SORL1","6653"
"1553842_at","BEND2","139105"
"1553843_at","C10orf67","256815"
"1553846_at","SPERT","220082"
"1553850_at","C21orf88","114041"
"1553851_at","SPIC","121599"
"1553852_at","VPS13B","157680"
"1553856_s_at","P2RY10","27334"
"1553857_at","IGSF22","283284"
"1553858_at","ZBTB3","79842"
"1553859_at","TPH1","7166"
"1553860_at","DCST1","149095"
"1553861_at","TCP11L2","255394"
"1553863_at","WDFY4","57705"
"1553864_at","GPR26","2849"
"1553868_a_at","KIAA0825","285600"
"1553871_at","CSNK1G2-AS1","255193"
"1553872_at","C17orf103","256302"
"1553873_at","KLHL34","257240"
"1553874_a_at","ZSCAN10","84891"
"1553876_at","STAMBP","10617"
"1553878_at","GOT1L1","137362"
"1553880_at","C10orf91","170393"
"1553881_at","MGC16142","84849"
"1553883_at","ZNF99","7652"
"1553886_at","CCDC108","255101"
"1553887_at","SIGLECL1","284369"
"1553888_at","LDHAL6A","160287"
"1553889_at","MRGPRX2","117194"
"1553890_s_at","NTN5","126147"
"1553891_at","KLF17","128209"
"1553893_at","CCDC105","126402"
"1553895_at","C11orf42","160298"
"1553898_a_at","DKFZp434L192","222029"
"1553900_s_at","POM121L1P","25812"
"1553901_x_at","ZNF486","90649"
"1553905_at","CXorf22","170063"
"1553906_s_at","FGD2","221472"
"1553907_a_at","EXD1","161829"
"1553909_x_at","LOC100272217","100272217"
"1553910_at","NBPF22P","285622"
"1553912_at","LINC00955","285492"
"1553915_at","C10orf126","283080"
"1553917_at","PIKFYVE","200576"
"1553918_at","LINC00479","150135"
"1553919_at","C9orf62","157927"
"1553920_at","C9orf84","158401"
"1553923_at","SLC22A24","283238"
"1553924_at","FMO9P","116123"
"1553927_at","C7orf33","202865"
"1553928_at","ELMOD2","255520"
"1553929_at","ACER1","125981"
"1553930_at","TAAR1","134864"
"1553931_at","OSTCP1","202459"
"1553934_at","LINC00305","221241"
"1553935_at","TCAIM","285343"
"1553936_a_at","C9orf129","445577"
"1553938_a_at","STK32A","202374"
"1553940_a_at","LRRC28","123355"
"1553943_at","NS3BP","171391"
"1553944_at","MIA2","117153"
"1553945_at","GPHB5","122876"
"1553946_at","DCD","117159"
"1553947_at","EXOSC6","118460"
"1553952_at","ZDHHC19","131540"
"1553954_at","ALG14","199857"
"1553955_at","PPP1R21","129285"
"1553956_at","TMEM237","65062"
"1553957_at","ZNF564","163050"
"1553959_a_at","B3GALT6","126792"
"1553960_at","SNX21","90203"
"1553962_s_at","RHOB","388"
"1553967_at","ADAT3","113179"
"1553970_s_at","CEL","1056"
"1553971_a_at","GATS","352954"
"1553972_a_at","CBS","875"
"1553973_a_at","SPINK6","404203"
"1553974_at","C22orf39","128977"
"1553976_a_at","DPCD","25911"
"1553977_a_at","CYP39A1","51302"
"1553978_at","MEF2BNB","729991"
"1553982_a_at","RAB7B","338382"
"1553983_at","DTYMK","1841"
"1553986_at","RASEF","158158"
"1553987_at","MAPKAPK5-AS1","51275"
"1553990_at","BRICD5","283870"
"1553991_s_at","VSIG10","54621"
"1553992_s_at","NBR2","10230"
"1553993_s_at","MED25","81857"
"1553995_a_at","NT5E","4907"
"1553997_a_at","ASPHD1","253982"
"1553998_at","DMRTC1","63947"
"1554001_at","TRIM37","4591"
"1554004_a_at","ARHGEF28","64283"
"1554006_a_at","LLGL2","3993"
"1554008_at","OSMR","9180"
"1554012_at","RSPO2","340419"
"1554014_at","CHD2","1106"
"1554016_a_at","USB1","79650"
"1554017_at","SNRNP35","11066"
"1554019_s_at","CEP57L1","285753"
"1554021_a_at","ZNF12","7559"
"1554029_a_at","TTC37","9652"
"1554030_at","ARSB","411"
"1554034_a_at","RPUSD3","285367"
"1554036_at","ZBTB24","9841"
"1554041_at","TMEM239","100288797"
"1554044_a_at","MRAP","56246"
"1554045_at","PROS1","5627"
"1554049_s_at","DCAF8","50717"
"1554050_at","SMPDL3B","27293"
"1554052_at","CNOT1","23019"
"1554053_at","SPTLC1","10558"
"1554057_at","ASH1L-AS1","645676"
"1554059_at","SETMAR","6419"
"1554062_at","XG","7499"
"1554063_at","ZHX1-C8ORF76","100533106"
"1554065_at","MVB12B","89853"
"1554067_at","WDFY3-AS2","404201"
"1554069_at","EPHA8","2046"
"1554071_at","CCDC67","159989"
"1554074_s_at","SLFNL1","200172"
"1554076_s_at","TMEM136","219902"
"1554077_a_at","TMEM53","79639"
"1554078_s_at","DNAJA3","9093"
"1554079_at","GALNT18","374378"
"1554082_a_at","NOL9","79707"
"1554085_at","DDX51","317781"
"1554089_s_at","SBDSP1","155370"
"1554093_a_at","SNAPC5","10302"
"1554094_at","COQ6","51004"
"1554096_a_at","RBM33","155435"
"1554097_a_at","MIR31HG","554202"
"1554098_at","SPIN3","169981"
"1554101_a_at","TMTC4","84899"
"1554105_at","TMEM185A","84548"
"1554106_at","NBEAL1","65065"
"1554110_at","CDCP1","64866"
"1554112_a_at","ULK2","9706"
"1554113_a_at","SLC4A8","9498"
"1554114_s_at","SSH2","85464"
"1554115_at","LCP2","3937"
"1554117_at","CCDC60","160777"
"1554121_at","ITGB1BP1","9270"
"1554125_a_at","NLGN4Y","22829"
"1554126_at","MSRB3","253827"
"1554128_at","ADIG","149685"
"1554131_at","CCSER2","54462"
"1554133_at","RUFY2","55680"
"1554140_at","WDR78","79819"
"1554142_at","SUGT1P3","283507"
"1554147_s_at","MAATS1","89876"
"1554148_a_at","SLC33A1","9197"
"1554149_at","CLDND1","56650"
"1554151_at","OGDH","4967"
"1554153_a_at","PHF21A","51317"
"1554154_at","GDAP2","54834"
"1554155_at","MCPH1","79648"
"1554156_a_at","WFDC8","90199"
"1554158_at","ZMYND11","10771"
"1554160_a_at","ZNF446","55663"
"1554163_at","TWIST2","117581"
"1554167_a_at","GOLGA7","51125"
"1554168_a_at","SH3KBP1","30011"
"1554170_a_at","MBLAC1","255374"
"1554171_at","ZMYM3","9203"
"1554173_at","CD300LB","124599"
"1554176_a_at","C3orf33","285315"
"1554177_a_at","ATP5S","27109"
"1554178_a_at","FAM126B","285172"
"1554179_s_at","LYNX1","66004"
"1554181_at","SNX32","254122"
"1554182_at","TRIM73","375593"
"1554185_at","LOC554206","554206"
"1554188_at","C11orf53","341032"
"1554190_s_at","PLEKHS1","79949"
"1554192_s_at","TRMT44","152992"
"1554193_s_at","MANEA","79694"
"1554194_at","C8orf58","541565"
"1554195_a_at","C5orf46","389336"
"1554196_at","IZUMO1","284359"
"1554198_at","SH3YL1","26751"
"1554203_at","GRIK1-AS1","642976"
"1554205_s_at","ICA1L","130026"
"1554206_at","TMLHE","55217"
"1554208_at","MEI1","150365"
"1554210_at","ZCCHC13","389874"
"1554212_s_at","KCNS2","3788"
"1554216_at","CCDC132","55610"
"1554220_a_at","TBC1D20","128637"
"1554222_at","MGC45922","284365"
"1554228_a_at","C8orf56","157556"
"1554229_at","CREBRF","153222"
"1554233_at","C1QTNF9","338872"
"1554234_at","KATNAL2","83473"
"1554235_at","ZNF501","115560"
"1554237_at","PPHLN1","51535"
"1554239_s_at","ZADH2","284273"
"1554240_a_at","ITGAL","3683"
"1554241_at","STRN3","29966"
"1554242_a_at","COCH","1690"
"1554245_x_at","ARL17B","100506084"
"1554246_at","C1orf210","149466"
"1554249_a_at","ZNF638","27332"
"1554251_at","LEKR1","389170"
"1554252_a_at","CERS3","204219"
"1554256_a_at","PCNXL2","80003"
"1554258_a_at","DNAJC5B","85479"
"1554259_at","GPSM1","26086"
"1554260_a_at","FRYL","285527"
"1554266_at","IRGQ","126298"
"1554268_at","PCDH19","57526"
"1554271_a_at","CENPL","91687"
"1554273_a_at","ERAP2","64167"
"1554274_a_at","SSH1","54434"
"1554277_s_at","FANCM","57697"
"1554279_a_at","TRMT2B","79979"
"1554280_a_at","C9orf43","257169"
"1554283_at","CCRN4L","25819"
"1554285_at","HAVCR2","84868"
"1554286_at","FLJ25758","497049"
"1554287_at","HYDIN2","100288805"
"1554288_at","FAM160B1","57700"
"1554291_at","UHRF1BP1L","23074"
"1554293_at","TTBK2","146057"
"1554298_a_at","WDR49","151790"
"1554299_at","NPAS4","266743"
"1554300_a_at","SVOPL","136306"
"1554301_at","LHFPL3-AS1","645591"
"1554303_at","HNMT","3176"
"1554305_at","LIF","3976"
"1554306_at","ZBTB34","403341"
"1554307_at","NUP214","8021"
"1554308_s_at","USP26","83844"
"1554309_at","EIF4G3","8672"
"1554311_a_at","SUPT6H","6830"
"1554312_at","RNF170","81790"
"1554314_at","SULT1C2","6819"
"1554317_s_at","TRMT61A","115708"
"1554318_at","LOC100101148","100101148"
"1554319_at","RPS6KA5","9252"
"1554321_a_at","NFS1","9054"
"1554322_a_at","HDAC4","9759"
"1554324_s_at","DYNC2LI1","51626"
"1554327_a_at","CANT1","124583"
"1554328_at","LAMP2","3920"
"1554329_x_at","UTP23","84294"
"1554331_a_at","LRRC18","474354"
"1554332_a_at","LOC100127888","100127888"
"1554333_at","DNAJA4","55466"
"1554335_at","LOC100507501","100507501"
"1554337_at","FARP2","9855"
"1554339_a_at","COG3","83548"
"1554340_a_at","DRAXIN","374946"
"1554341_a_at","HELQ","113510"
"1554343_a_at","STAP1","26228"
"1554344_s_at","AQP12A","375318"
"1554345_a_at","GIN1","54826"
"1554352_s_at","DENND4A","10260"
"1554354_at","TTN","7273"
"1554355_a_at","SAMD7","344658"
"1554362_at","XK","7504"
"1554365_a_at","PPP2R5C","5527"
"1554367_at","CALHM1","255022"
"1554368_at","NT5C1B","93034"
"1554371_at","PKD1L2","114780"
"1554375_a_at","NR1H4","9971"
"1554376_s_at","C11orf58","10944"
"1554378_a_at","PDE1C","5137"
"1554379_a_at","TP73","7161"
"1554380_at","NEK11","79858"
"1554382_at","LINC00656","200261"
"1554383_a_at","TRAM2","9697"
"1554385_a_at","PADI2","11240"
"1554386_at","CST9","128822"
"1554390_s_at","ACTR2","10097"
"1554391_at","TBK1","29110"
"1554393_a_at","ADC","113451"
"1554394_at","IDH3G","3421"
"1554396_at","MAN1A1","4121"
"1554397_s_at","UEVLD","55293"
"1554398_at","LYG2","254773"
"1554400_at","TCTE3","6991"
"1554404_a_at","HIST1H2AD","3013"
"1554406_a_at","CLEC7A","64581"
"1554408_a_at","TK1","7083"
"1554409_at","WBSCR16","81554"
"1554411_at","CTNNB1","1499"
"1554413_s_at","SNX29P1","100652781"
"1554414_a_at","OSGIN2","734"
"1554415_at","TAF5L","27097"
"1554417_s_at","APH1A","51107"
"1554418_s_at","SPOCK3","50859"
"1554419_x_at","LOC100131347","100131347"
"1554420_at","ATF3","467"
"1554423_a_at","FBXO7","25793"
"1554424_at","FIP1L1","81608"
"1554428_s_at","NLGN2","57555"
"1554429_a_at","DMWD","1762"
"1554430_at","SMIM11","54065"
"1554433_a_at","ZNF146","7705"
"1554436_a_at","REG4","83998"
"1554438_at","KIAA1217","56243"
"1554440_at","LOC284950","284950"
"1554441_a_at","WAPAL","23063"
"1554442_at","BEST1","7439"
"1554444_s_at","SLC35F6","54978"
"1554445_at","ZNF85","7639"
"1554447_at","FAM20A","54757"
"1554448_at","PRKXP1","441733"
"1554451_s_at","DNAJC14","85406"
"1554452_a_at","HILPDA","29923"
"1554455_at","KPNA4","3840"
"1554456_a_at","LINS","55180"
"1554459_s_at","LINC00547","400121"
"1554460_at","ST8SIA4","7903"
"1554462_a_at","DNAJB9","4189"
"1554464_a_at","CRTAP","10491"
"1554465_s_at","KRBOX4","55634"
"1554466_a_at","C16orf13","84326"
"1554468_s_at","MRPL38","64978"
"1554469_at","ZBTB44","29068"
"1554471_a_at","ANKRD13C","81573"
"1554472_a_at","PHF20L1","51105"
"1554474_a_at","MOXD1","26002"
"1554475_a_at","C19orf47","126526"
"1554476_x_at","ZNF578","147660"
"1554478_a_at","HEATR3","55027"
"1554479_a_at","CARD8","22900"
"1554480_a_at","ARMC10","83787"
"1554481_a_at","EPB41","2035"
"1554482_a_at","SAR1B","51128"
"1554483_at","TMEM37","140738"
"1554486_a_at","GFOD1","54438"
"1554487_a_at","ATF6B","1388"
"1554488_at","GLIPR1","11010"
"1554489_a_at","CEP70","80321"
"1554491_a_at","SERPINC1","462"
"1554492_at","THADA","63892"
"1554494_at","TMEM52B","120939"
"1554496_at","RAD51B","5890"
"1554500_a_at","RGS7","6000"
"1554501_at","LOC284551","284551"
"1554503_a_at","OSCAR","126014"
"1554506_x_at","NAALAD2","10003"
"1554508_at","PIK3AP1","118788"
"1554509_a_at","FAM188A","80013"
"1554510_s_at","GHITM","27069"
"1554518_at","GSTCD","79807"
"1554519_at","CD80","941"
"1554522_at","CNNM2","54805"
"1554524_a_at","OLFM3","118427"
"1554533_at","C2","717"
"1554534_at","DPYD","1806"
"1554537_at","SPAG8","26206"
"1554538_at","TMEM120B","144404"
"1554539_a_at","RHOF","54509"
"1554540_at","DNAH14","127602"
"1554541_a_at","GPRIN2","9721"
"1554542_at","SLC25A48","153328"
"1554544_a_at","MBP","4155"
"1554545_at","APOBEC4","403314"
"1554547_at","FAM13C","220965"
"1554549_a_at","WDR20","91833"
"1554550_at","LINC00907","284260"
"1554553_s_at","YIF1B","90522"
"1554554_at","CCDC57","284001"
"1554555_a_at","SETD6","79918"
"1554558_at","DCAF5","8816"
"1554559_at","GPR62","118442"
"1554560_at","ZNF81","347344"
"1554569_a_at","CELF2","10659"
"1554572_a_at","SUV39H2","79723"
"1554574_a_at","CYB5R3","1727"
"1554575_a_at","BPNT1","10380"
"1554576_a_at","ETV4","2118"
"1554577_a_at","PSMD10","5716"
"1554578_at","ZNF70","7621"
"1554579_a_at","MYO18B","84700"
"1554582_a_at","METTL20","254013"
"1554583_a_at","RGS4","5999"
"1554584_at","LRRC48","83450"
"1554586_a_at","RHOBTB2","23221"
"1554588_a_at","TTC30B","150737"
"1554589_at","LENG9","94059"
"1554591_at","ALPK1","80216"
"1554592_a_at","SLC1A6","6511"
"1554594_at","ARHGAP27","201176"
"1554599_x_at","GTF2H3","2967"
"1554600_s_at","LMNA","4000"
"1554602_at","ST8SIA1","6489"
"1554604_at","ALDH9A1","223"
"1554606_at","CEP120","153241"
"1554607_at","CNKSR2","22866"
"1554608_at","TRAPPC6B","122553"
"1554609_at","ST6GALNAC3","256435"
"1554613_a_at","KIAA0226","9711"
"1554614_a_at","PTBP2","58155"
"1554616_at","SERPINB8","5271"
"1554618_at","LINC00114","400866"
"1554619_at","MBLAC2","153364"
"1554624_a_at","SIRPB1","10326"
"1554625_at","BCL6B","255877"
"1554627_a_at","ASCC1","51008"
"1554628_at","ZNF57","126295"
"1554631_at","LOC100505989","100505989"
"1554633_a_at","MYT1L","23040"
"1554635_a_at","NPAS3","64067"
"1554637_a_at","CBFA2T2","9139"
"1554641_a_at","TET3","200424"
"1554643_at","EIF3H","8667"
"1554646_at","CCDC129","223075"
"1554648_a_at","DUOXA1","90527"
"1554652_s_at","MAST4","375449"
"1554655_a_at","RPRML","388394"
"1554657_a_at","C20orf26","26074"
"1554659_at","CHST3","9469"
"1554660_a_at","CNST","163882"
"1554662_at","C17orf47","284083"
"1554663_a_at","LOC100128494","100128494"
"1554665_at","C8orf59","401466"
"1554666_at","LOC100130950","100130950"
"1554667_s_at","METTL8","79828"
"1554668_a_at","FAM151A","338094"
"1554670_at","GGA1","26088"
"1554671_a_at","SRRM2","23524"
"1554672_at","RICTOR","253260"
"1554675_a_at","SYCE1","93426"
"1554676_at","SLC4A5","57835"
"1554677_s_at","CMTM4","146223"
"1554679_a_at","LAPTM4B","55353"
"1554681_a_at","MGC50722","399693"
"1554685_a_at","KIAA1199","57214"
"1554689_a_at","NLGN4X","57502"
"1554690_a_at","TACC1","6867"
"1554691_a_at","PACSIN2","11252"
"1554696_s_at","TYMS","7298"
"1554697_at","ADAMTS9","56999"
"1554701_a_at","TBC1D16","125058"
"1554704_at","TCL1A","8115"
"1554705_at","SCARA5","286133"
"1554706_at","OR2L13","284521"
"1554707_at","SPATA6L","55064"
"1554711_at","CALHM3","119395"
"1554712_a_at","GLYATL2","219970"
"1554714_at","RELL1","768211"
"1554715_at","LINC00593","414926"
"1554717_a_at","PDE4D","5144"
"1554721_a_at","TAF2","6873"
"1554722_at","NCBP1","4686"
"1554723_x_at","CEACAM8","1088"
"1554724_at","L3MBTL4","91133"
"1554726_at","ZNF655","79027"
"1554732_at","LOC728175","728175"
"1554735_a_at","TRIM7","81786"
"1554736_at","KRAS","3845"
"1554739_at","IPP","3652"
"1554741_s_at","FGF7","2252"
"1554745_at","RALGPS1","9649"
"1554747_a_at","SEPT2","4735"
"1554748_at","CLCNKB","1188"
"1554752_a_at","LINC00674","100499466"
"1554755_a_at","MTUS2","23281"
"1554757_a_at","INPP5A","3632"
"1554758_a_at","CD99L2","83692"
"1554761_a_at","HEATR2","54919"
"1554762_a_at","WWC2","80014"
"1554763_at","UBE2DNL","100131816"
"1554764_a_at","LINC00301","283197"
"1554767_s_at","CRYZL1","9946"
"1554768_a_at","MAD2L1","4085"
"1554769_at","ZNF785","146540"
"1554773_at","WFIKKN2","124857"
"1554774_at","MINA","84864"
"1554776_at","ZFP42","132625"
"1554780_a_at","PHTF2","57157"
"1554781_at","MGC32805","153163"
"1554783_s_at","ARHGEF2","9181"
"1554784_at","CNTN1","1272"
"1554785_at","YAF2","10138"
"1554786_at","MTDH","92140"
"1554787_at","C9orf96","169436"
"1554789_a_at","PDE8B","8622"
"1554791_a_at","KANSL1L","151050"
"1554794_a_at","UBE3C","9690"
"1554795_a_at","FBLIM1","54751"
"1554797_at","SYT16","83851"
"1554798_at","SNED1","25992"
"1554800_at","RAB39A","54734"
"1554801_at","FNDC9","408263"
"1554803_s_at","PHF14","9678"
"1554806_a_at","FBXO8","26269"
"1554807_a_at","SPIRE1","56907"
"1554809_at","AFAP1","60312"
"1554812_at","CLDN20","49861"
"1554816_at","ASTN2","23245"
"1554818_s_at","DZANK1","55184"
"1554819_a_at","ITGA11","22801"
"1554820_at","AGBL3","340351"
"1554821_a_at","ZBED1","9189"
"1554824_at","TBC1D29","26083"
"1554827_a_at","ADCY7","113"
"1554830_a_at","STEAP3","55240"
"1554833_at","MCTP2","55784"
"1554834_a_at","RASSF5","83593"
"1554835_a_at","B3GNT5","84002"
"1554840_at","CNGA1","1259"
"1554846_at","CCDC158","339965"
"1554847_at","ATP6V1B1","525"
"1554850_at","VWA5B2","90113"
"1554852_a_at","KIAA1257","57501"
"1554860_at","PRPF39","55015"
"1554863_s_at","DOK5","55816"
"1554864_a_at","SDC3","9672"
"1554866_at","AKR7L","246181"
"1554867_a_at","PRR16","51334"
"1554868_s_at","PCNP","57092"
"1554872_a_at","HMGCLL1","54511"
"1554873_at","CSPP1","79848"
"1554874_at","MITF","4286"
"1554876_a_at","S100Z","170591"
"1554878_a_at","ABCD3","5825"
"1554880_at","DKFZP434K028","26070"
"1554883_a_at","ERCC8","1161"
"1554884_at","PRIM2","5558"
"1554886_a_at","MLXIP","22877"
"1554890_a_at","TIA1","7072"
"1554892_a_at","MS4A3","932"
"1554894_a_at","PCBD2","84105"
"1554899_s_at","FCER1G","2207"
"1554901_at","MMACHC","25974"
"1554903_at","FRMD8","83786"
"1554908_at","IRG1","730249"
"1554909_at","CCDC36","339834"
"1554912_at","ESYT3","83850"
"1554914_at","ERCC6","2074"
"1554915_a_at","PDE12","201626"
"1554916_a_at","JRK","8629"
"1554918_a_at","ABCC4","10257"
"1554919_s_at","C7orf63","79846"
"1554921_a_at","SCEL","8796"
"1554923_at","CDK1","983"
"1554927_at","LINC00598","646982"
"1554929_at","LOC643441","643441"
"1554930_a_at","FUT8","2530"
"1554932_at","ZSWIM2","151112"
"1554934_at","WDFY2","115825"
"1554937_x_at","EXOC3L1","283849"
"1554938_a_at","ACOT11","26027"
"1554940_a_at","C18orf61","497259"
"1554941_at","C1QTNF5","114902"
"1554942_a_at","KLHL14","57565"
"1554945_x_at","VIL1","7429"
"1554946_at","LOC100128164","100128164"
